"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","EMP","TOT","PC_WKGPOP","A","2010",65.2,
"LUX","EMP","TOT","PC_WKGPOP","A","2011",64.625,
"LUX","EMP","TOT","PC_WKGPOP","A","2012",65.85,
"LUX","EMP","TOT","PC_WKGPOP","A","2013",65.725,
"LUX","EMP","TOT","PC_WKGPOP","A","2014",66.625,"B"
"LUX","EMP","TOT","PC_WKGPOP","A","2015",66.15,
"LUX","EMP","TOT","PC_WKGPOP","A","2016",65.575,
"LUX","EMP","TOT","PC_WKGPOP","A","2017",66.275,
"LUX","EMP","TOT","PC_WKGPOP","A","2018",67.1,
"LUX","EMP","TOT","PC_WKGPOP","A","2019",67.95,
"MEX","EMP","TOT","PC_WKGPOP","A","2008",60.66586,
"MEX","EMP","TOT","PC_WKGPOP","A","2009",59.784,
"MEX","EMP","TOT","PC_WKGPOP","A","2010",59.66136,
"MEX","EMP","TOT","PC_WKGPOP","A","2011",60.02428,
"MEX","EMP","TOT","PC_WKGPOP","A","2012",60.90891,
"MEX","EMP","TOT","PC_WKGPOP","A","2013",60.8422,
"MEX","EMP","TOT","PC_WKGPOP","A","2014",60.40805,
"MEX","EMP","TOT","PC_WKGPOP","A","2015",60.74515,
"MEX","EMP","TOT","PC_WKGPOP","A","2016",61.04717,
"MEX","EMP","TOT","PC_WKGPOP","A","2017",61.19406,
"MEX","EMP","TOT","PC_WKGPOP","A","2018",61.59449,
"MEX","EMP","TOT","PC_WKGPOP","A","2019",62.26349,
"NLD","EMP","TOT","PC_WKGPOP","A","2008",74.925,"B"
"NLD","EMP","TOT","PC_WKGPOP","A","2009",76.175,
"NLD","EMP","TOT","PC_WKGPOP","A","2010",75.45,
"NLD","EMP","TOT","PC_WKGPOP","A","2011",75.7,
"NLD","EMP","TOT","PC_WKGPOP","A","2012",75.9,
"NLD","EMP","TOT","PC_WKGPOP","A","2013",75.1,
"NLD","EMP","TOT","PC_WKGPOP","A","2014",74.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2015",75.65,
"NLD","EMP","TOT","PC_WKGPOP","A","2016",76.375,
"NLD","EMP","TOT","PC_WKGPOP","A","2017",77.375,
"NLD","EMP","TOT","PC_WKGPOP","A","2018",78.7,
"NLD","EMP","TOT","PC_WKGPOP","A","2019",79.7,
"NZL","EMP","TOT","PC_WKGPOP","A","2008",74.55002,
"NZL","EMP","TOT","PC_WKGPOP","A","2009",72.72729,
"NZL","EMP","TOT","PC_WKGPOP","A","2010",72.10973,
"NZL","EMP","TOT","PC_WKGPOP","A","2011",72.40391,
"NZL","EMP","TOT","PC_WKGPOP","A","2012",71.85777,
"NZL","EMP","TOT","PC_WKGPOP","A","2013",72.72184,
"NZL","EMP","TOT","PC_WKGPOP","A","2014",74.17313,
"NZL","EMP","TOT","PC_WKGPOP","A","2015",74.24967,
"NZL","EMP","TOT","PC_WKGPOP","A","2016",75.57751,
"NZL","EMP","TOT","PC_WKGPOP","A","2017",76.91602,
"NZL","EMP","TOT","PC_WKGPOP","A","2018",77.49548,
"NZL","EMP","TOT","PC_WKGPOP","A","2019",77.46133,
"NOR","EMP","TOT","PC_WKGPOP","A","2008",77.95,
"NOR","EMP","TOT","PC_WKGPOP","A","2009",76.425,
"NOR","EMP","TOT","PC_WKGPOP","A","2010",75.3,
"NOR","EMP","TOT","PC_WKGPOP","A","2011",75.3,
"NOR","EMP","TOT","PC_WKGPOP","A","2012",75.75,
"NOR","EMP","TOT","PC_WKGPOP","A","2013",75.425,
"NOR","EMP","TOT","PC_WKGPOP","A","2014",75.225,
"NOR","EMP","TOT","PC_WKGPOP","A","2015",74.8,
"NOR","EMP","TOT","PC_WKGPOP","A","2016",74.3,
"NOR","EMP","TOT","PC_WKGPOP","A","2017",74,
"NOR","EMP","TOT","PC_WKGPOP","A","2018",74.8,
"NOR","EMP","TOT","PC_WKGPOP","A","2019",75.3,
"POL","EMP","TOT","PC_WKGPOP","A","2008",59.225,"B"
"POL","EMP","TOT","PC_WKGPOP","A","2009",57.175,"B"
"POL","EMP","TOT","PC_WKGPOP","A","2010",56.975,
"POL","EMP","TOT","PC_WKGPOP","A","2011",57.45,
"POL","EMP","TOT","PC_WKGPOP","A","2012",58,
"POL","EMP","TOT","PC_WKGPOP","A","2013",58.425,
"POL","EMP","TOT","PC_WKGPOP","A","2014",60.2,
"POL","EMP","TOT","PC_WKGPOP","A","2015",61.6,
"POL","EMP","TOT","PC_WKGPOP","A","2016",63.45,
"POL","EMP","TOT","PC_WKGPOP","A","2017",65.25,
"POL","EMP","TOT","PC_WKGPOP","A","2018",66.675,
"POL","EMP","TOT","PC_WKGPOP","A","2019",67.525,
"PRT","EMP","TOT","PC_WKGPOP","A","2008",68.025,"B"
"PRT","EMP","TOT","PC_WKGPOP","A","2009",62.975,
"PRT","EMP","TOT","PC_WKGPOP","A","2010",62.25,
"PRT","EMP","TOT","PC_WKGPOP","A","2011",61.85,
"PRT","EMP","TOT","PC_WKGPOP","A","2012",59.325,
"PRT","EMP","TOT","PC_WKGPOP","A","2013",58.825,
"PRT","EMP","TOT","PC_WKGPOP","A","2014",61.2,
"PRT","EMP","TOT","PC_WKGPOP","A","2015",62.8,
"PRT","EMP","TOT","PC_WKGPOP","A","2016",64.225,
"PRT","EMP","TOT","PC_WKGPOP","A","2017",66.95,
"PRT","EMP","TOT","PC_WKGPOP","A","2018",69.025,
"PRT","EMP","TOT","PC_WKGPOP","A","2019",69.85,
"SVK","EMP","TOT","PC_WKGPOP","A","2008",62.25,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2009",61.85,
"SVK","EMP","TOT","PC_WKGPOP","A","2010",60.425,"B"
"SVK","EMP","TOT","PC_WKGPOP","A","2011",61,
"SVK","EMP","TOT","PC_WKGPOP","A","2012",61.375,
"SVK","EMP","TOT","PC_WKGPOP","A","2013",61.575,
"SVK","EMP","TOT","PC_WKGPOP","A","2014",62.7,
"SVK","EMP","TOT","PC_WKGPOP","A","2015",64.525,
"SVK","EMP","TOT","PC_WKGPOP","A","2016",66.7,
"SVK","EMP","TOT","PC_WKGPOP","A","2017",68.075,
"SVK","EMP","TOT","PC_WKGPOP","A","2018",69.55,
"SVK","EMP","TOT","PC_WKGPOP","A","2019",70.425,
"ESP","EMP","TOT","PC_WKGPOP","A","2008",64.475,
"ESP","EMP","TOT","PC_WKGPOP","A","2009",59.95,
"ESP","EMP","TOT","PC_WKGPOP","A","2010",58.85,
"ESP","EMP","TOT","PC_WKGPOP","A","2011",58.025,
"ESP","EMP","TOT","PC_WKGPOP","A","2012",55.75,
"ESP","EMP","TOT","PC_WKGPOP","A","2013",54.825,
"ESP","EMP","TOT","PC_WKGPOP","A","2014",56,
"ESP","EMP","TOT","PC_WKGPOP","A","2015",57.8,
"ESP","EMP","TOT","PC_WKGPOP","A","2016",59.55,
"ESP","EMP","TOT","PC_WKGPOP","A","2017",61.1,
"ESP","EMP","TOT","PC_WKGPOP","A","2018",62.4,
"ESP","EMP","TOT","PC_WKGPOP","A","2019",63.3,
"SWE","EMP","TOT","PC_WKGPOP","A","2008",74.325,"B"
"SWE","EMP","TOT","PC_WKGPOP","A","2009",71.65,
"SWE","EMP","TOT","PC_WKGPOP","A","2010",71.6,
"SWE","EMP","TOT","PC_WKGPOP","A","2011",73.1,
"SWE","EMP","TOT","PC_WKGPOP","A","2012",73.275,
"SWE","EMP","TOT","PC_WKGPOP","A","2013",73.95,
"SWE","EMP","TOT","PC_WKGPOP","A","2014",74.425,
"SWE","EMP","TOT","PC_WKGPOP","A","2015",75.025,
"SWE","EMP","TOT","PC_WKGPOP","A","2016",75.725,
"SWE","EMP","TOT","PC_WKGPOP","A","2017",76.325,
"SWE","EMP","TOT","PC_WKGPOP","A","2018",76.85,"B"
"SWE","EMP","TOT","PC_WKGPOP","A","2019",76.575,
"CHE","EMP","TOT","PC_WKGPOP","A","2008",79.5,
"CHE","EMP","TOT","PC_WKGPOP","A","2009",79,"B"
"CHE","EMP","TOT","PC_WKGPOP","A","2010",77.325,
"CHE","EMP","TOT","PC_WKGPOP","A","2011",78.35,
"CHE","EMP","TOT","PC_WKGPOP","A","2012",78.475,
"CHE","EMP","TOT","PC_WKGPOP","A","2013",78.4,
"CHE","EMP","TOT","PC_WKGPOP","A","2014",78.75,
"CHE","EMP","TOT","PC_WKGPOP","A","2015",79.2,
"CHE","EMP","TOT","PC_WKGPOP","A","2016",79.6,
"CHE","EMP","TOT","PC_WKGPOP","A","2017",79.8,
"CHE","EMP","TOT","PC_WKGPOP","A","2018",80.1,
"CHE","EMP","TOT","PC_WKGPOP","A","2019",80.475,
"TUR","EMP","TOT","PC_WKGPOP","A","2008",44.85,
"TUR","EMP","TOT","PC_WKGPOP","A","2009",44.225,
"TUR","EMP","TOT","PC_WKGPOP","A","2010",46.275,
"TUR","EMP","TOT","PC_WKGPOP","A","2011",48.4,
"TUR","EMP","TOT","PC_WKGPOP","A","2012",48.9,
"TUR","EMP","TOT","PC_WKGPOP","A","2013",49.525,"B"
"TUR","EMP","TOT","PC_WKGPOP","A","2014",49.525,
"TUR","EMP","TOT","PC_WKGPOP","A","2015",50.15,
"TUR","EMP","TOT","PC_WKGPOP","A","2016",50.65,
"TUR","EMP","TOT","PC_WKGPOP","A","2017",51.55,
"TUR","EMP","TOT","PC_WKGPOP","A","2018",51.975,
"TUR","EMP","TOT","PC_WKGPOP","A","2019",50.3,
"GBR","EMP","TOT","PC_WKGPOP","A","2008",72.6,
"GBR","EMP","TOT","PC_WKGPOP","A","2009",70.9,
"GBR","EMP","TOT","PC_WKGPOP","A","2010",70.45,
"GBR","EMP","TOT","PC_WKGPOP","A","2011",70.325,
"GBR","EMP","TOT","PC_WKGPOP","A","2012",70.975,
"GBR","EMP","TOT","PC_WKGPOP","A","2013",71.55,
"GBR","EMP","TOT","PC_WKGPOP","A","2014",72.875,
"GBR","EMP","TOT","PC_WKGPOP","A","2015",73.675,
"GBR","EMP","TOT","PC_WKGPOP","A","2016",74.375,
"GBR","EMP","TOT","PC_WKGPOP","A","2017",75,
"GBR","EMP","TOT","PC_WKGPOP","A","2018",75.625,
"GBR","EMP","TOT","PC_WKGPOP","A","2019",76.175,
"USA","EMP","TOT","PC_WKGPOP","A","2008",70.88825,
"USA","EMP","TOT","PC_WKGPOP","A","2009",67.62595,
"USA","EMP","TOT","PC_WKGPOP","A","2010",66.68977,
"USA","EMP","TOT","PC_WKGPOP","A","2011",66.64754,
"USA","EMP","TOT","PC_WKGPOP","A","2012",67.13661,
"USA","EMP","TOT","PC_WKGPOP","A","2013",67.35994,
"USA","EMP","TOT","PC_WKGPOP","A","2014",68.14875,
"USA","EMP","TOT","PC_WKGPOP","A","2015",68.70962,
"USA","EMP","TOT","PC_WKGPOP","A","2016",69.35136,
"USA","EMP","TOT","PC_WKGPOP","A","2017",70.11017,
"USA","EMP","TOT","PC_WKGPOP","A","2018",70.72614,
"USA","EMP","TOT","PC_WKGPOP","A","2019",71.35841,
"CHL","EMP","TOT","PC_WKGPOP","A","2008",57.2645,
"CHL","EMP","TOT","PC_WKGPOP","A","2009",56.06453,
"CHL","EMP","TOT","PC_WKGPOP","A","2010",60.1041,
"CHL","EMP","TOT","PC_WKGPOP","A","2011",62.04338,
"CHL","EMP","TOT","PC_WKGPOP","A","2012",62.65226,
"CHL","EMP","TOT","PC_WKGPOP","A","2013",63.15082,
"CHL","EMP","TOT","PC_WKGPOP","A","2014",63.23605,
"CHL","EMP","TOT","PC_WKGPOP","A","2015",63.49899,
"CHL","EMP","TOT","PC_WKGPOP","A","2016",63.34484,
"CHL","EMP","TOT","PC_WKGPOP","A","2017",63.90356,
"CHL","EMP","TOT","PC_WKGPOP","A","2018",64.0955,
"CHL","EMP","TOT","PC_WKGPOP","A","2019",64.09287,
"EST","EMP","TOT","PC_WKGPOP","A","2008",70.075,"B"
"EST","EMP","TOT","PC_WKGPOP","A","2009",64.2,
"EST","EMP","TOT","PC_WKGPOP","A","2010",61.95,
"EST","EMP","TOT","PC_WKGPOP","A","2011",65.7,
"EST","EMP","TOT","PC_WKGPOP","A","2012",67.975,
"EST","EMP","TOT","PC_WKGPOP","A","2013",69.175,
"EST","EMP","TOT","PC_WKGPOP","A","2014",70.225,
"EST","EMP","TOT","PC_WKGPOP","A","2015",72.075,
"EST","EMP","TOT","PC_WKGPOP","A","2016",72.4,
"EST","EMP","TOT","PC_WKGPOP","A","2017",74.5,
"EST","EMP","TOT","PC_WKGPOP","A","2018",75.05,
"EST","EMP","TOT","PC_WKGPOP","A","2019",75.55,
"ISR","EMP","TOT","PC_WKGPOP","A","2008",59.82737,
"ISR","EMP","TOT","PC_WKGPOP","A","2009",59.21324,
"ISR","EMP","TOT","PC_WKGPOP","A","2010",60.1636,
"ISR","EMP","TOT","PC_WKGPOP","A","2011",60.87873,"B"
"ISR","EMP","TOT","PC_WKGPOP","A","2012",66.5,
"ISR","EMP","TOT","PC_WKGPOP","A","2013",67.05833,
"ISR","EMP","TOT","PC_WKGPOP","A","2014",67.86667,
"ISR","EMP","TOT","PC_WKGPOP","A","2015",68.31667,
"ISR","EMP","TOT","PC_WKGPOP","A","2016",68.575,
"ISR","EMP","TOT","PC_WKGPOP","A","2017",69.025,
"ISR","EMP","TOT","PC_WKGPOP","A","2018",69.03333,
"ISR","EMP","TOT","PC_WKGPOP","A","2019",68.94167,
"SVN","EMP","TOT","PC_WKGPOP","A","2008",68.575,"B"
"SVN","EMP","TOT","PC_WKGPOP","A","2009",67.075,
"SVN","EMP","TOT","PC_WKGPOP","A","2010",65.525,
"SVN","EMP","TOT","PC_WKGPOP","A","2011",63.825,
"SVN","EMP","TOT","PC_WKGPOP","A","2012",63.575,
"SVN","EMP","TOT","PC_WKGPOP","A","2013",62.775,
"SVN","EMP","TOT","PC_WKGPOP","A","2014",63.4,
"SVN","EMP","TOT","PC_WKGPOP","A","2015",64.65,
"SVN","EMP","TOT","PC_WKGPOP","A","2016",65.325,
"SVN","EMP","TOT","PC_WKGPOP","A","2017",68.725,
"SVN","EMP","TOT","PC_WKGPOP","A","2018",70.55,
"SVN","EMP","TOT","PC_WKGPOP","A","2019",71.275,
"ZAF","EMP","TOT","PC_WKGPOP","A","2008",45.91456,
"ZAF","EMP","TOT","PC_WKGPOP","A","2009",43.86818,
"ZAF","EMP","TOT","PC_WKGPOP","A","2010",41.83601,
"ZAF","EMP","TOT","PC_WKGPOP","A","2011",41.91941,
"ZAF","EMP","TOT","PC_WKGPOP","A","2012",42.2082,
"ZAF","EMP","TOT","PC_WKGPOP","A","2013",42.72718,
"ZAF","EMP","TOT","PC_WKGPOP","A","2014",42.77369,
"ZAF","EMP","TOT","PC_WKGPOP","A","2015",43.68032,
