"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","IMMIGINFLOW","TOT","NBR","A","2010",35180,
"DNK","IMMIGINFLOW","TOT","NBR","A","2011",33637,
"DNK","IMMIGINFLOW","TOT","NBR","A","2012",36029,
"DNK","IMMIGINFLOW","TOT","NBR","A","2013",43826,
"DNK","IMMIGINFLOW","TOT","NBR","A","2014",50731,
"DNK","IMMIGINFLOW","TOT","NBR","A","2015",62297,
"DNK","IMMIGINFLOW","TOT","NBR","A","2016",56099,
"DNK","IMMIGINFLOW","TOT","NBR","A","2017",52110,
"DNK","IMMIGINFLOW","TOT","NBR","A","2018",51094,
"DNK","IMMIGINFLOW","TOT","NBR","A","2019",48459,
"FIN","IMMIGINFLOW","TOT","NBR","A","2008",19906,
"FIN","IMMIGINFLOW","TOT","NBR","A","2009",18087,
"FIN","IMMIGINFLOW","TOT","NBR","A","2010",18212,
"FIN","IMMIGINFLOW","TOT","NBR","A","2011",20416,
"FIN","IMMIGINFLOW","TOT","NBR","A","2012",23334,
"FIN","IMMIGINFLOW","TOT","NBR","A","2013",23873,
"FIN","IMMIGINFLOW","TOT","NBR","A","2014",23647,
"FIN","IMMIGINFLOW","TOT","NBR","A","2015",21414,
"FIN","IMMIGINFLOW","TOT","NBR","A","2016",27274,
"FIN","IMMIGINFLOW","TOT","NBR","A","2017",23735,
"FIN","IMMIGINFLOW","TOT","NBR","A","2018",23146,
"FIN","IMMIGINFLOW","TOT","NBR","A","2019",24178,
"FRA","IMMIGINFLOW","TOT","NBR","A","2008",213105.229,
"FRA","IMMIGINFLOW","TOT","NBR","A","2009",209623.75,
"FRA","IMMIGINFLOW","TOT","NBR","A","2010",220429.573,
"FRA","IMMIGINFLOW","TOT","NBR","A","2011",226555.178,
"FRA","IMMIGINFLOW","TOT","NBR","A","2012",244548.256,
"FRA","IMMIGINFLOW","TOT","NBR","A","2013",254447.536,
"FRA","IMMIGINFLOW","TOT","NBR","A","2014",250741.768,
"FRA","IMMIGINFLOW","TOT","NBR","A","2015",255381,
"FRA","IMMIGINFLOW","TOT","NBR","A","2016",258767,
"FRA","IMMIGINFLOW","TOT","NBR","A","2017",259919,
"FRA","IMMIGINFLOW","TOT","NBR","A","2018",280876,
"FRA","IMMIGINFLOW","TOT","NBR","A","2019",290578,
"DEU","IMMIGINFLOW","TOT","NBR","A","2008",228329,
"DEU","IMMIGINFLOW","TOT","NBR","A","2009",201452.108,
"DEU","IMMIGINFLOW","TOT","NBR","A","2010",222466.509,
"DEU","IMMIGINFLOW","TOT","NBR","A","2011",290791.023,
"DEU","IMMIGINFLOW","TOT","NBR","A","2012",400197,
"DEU","IMMIGINFLOW","TOT","NBR","A","2013",468822.938,
"DEU","IMMIGINFLOW","TOT","NBR","A","2014",574788.091,
"DEU","IMMIGINFLOW","TOT","NBR","A","2015",686451.066,
"DEU","IMMIGINFLOW","TOT","NBR","A","2016",1054034.639,
"DEU","IMMIGINFLOW","TOT","NBR","A","2017",860955.036,
"DEU","IMMIGINFLOW","TOT","NBR","A","2018",633515.843,
"DEU","IMMIGINFLOW","TOT","NBR","A","2019",608931.821,
"IRL","IMMIGINFLOW","TOT","NBR","A","2008",61096,
"IRL","IMMIGINFLOW","TOT","NBR","A","2009",33008,
"IRL","IMMIGINFLOW","TOT","NBR","A","2010",23457,
"IRL","IMMIGINFLOW","TOT","NBR","A","2011",26275,
"IRL","IMMIGINFLOW","TOT","NBR","A","2012",24319,
"IRL","IMMIGINFLOW","TOT","NBR","A","2013",28153.371,
"IRL","IMMIGINFLOW","TOT","NBR","A","2014",30539,
"IRL","IMMIGINFLOW","TOT","NBR","A","2015",35516,
"IRL","IMMIGINFLOW","TOT","NBR","A","2016",41922,
"IRL","IMMIGINFLOW","TOT","NBR","A","2017",40219,
"IRL","IMMIGINFLOW","TOT","NBR","A","2018",45061,
"IRL","IMMIGINFLOW","TOT","NBR","A","2019",48586,
"ITA","IMMIGINFLOW","TOT","NBR","A","2008",440234,
"ITA","IMMIGINFLOW","TOT","NBR","A","2009",354740,
"ITA","IMMIGINFLOW","TOT","NBR","A","2010",445311,
"ITA","IMMIGINFLOW","TOT","NBR","A","2011",375287,
"ITA","IMMIGINFLOW","TOT","NBR","A","2012",308097,
"ITA","IMMIGINFLOW","TOT","NBR","A","2013",278686,
"ITA","IMMIGINFLOW","TOT","NBR","A","2014",241814,
"ITA","IMMIGINFLOW","TOT","NBR","A","2015",221628,
"ITA","IMMIGINFLOW","TOT","NBR","A","2016",212094,
"ITA","IMMIGINFLOW","TOT","NBR","A","2017",216920,
"ITA","IMMIGINFLOW","TOT","NBR","A","2018",224589,
"ITA","IMMIGINFLOW","TOT","NBR","A","2019",191269.158,
"JPN","IMMIGINFLOW","TOT","NBR","A","2008",97739,
"JPN","IMMIGINFLOW","TOT","NBR","A","2009",65490,
"JPN","IMMIGINFLOW","TOT","NBR","A","2010",55675,
"JPN","IMMIGINFLOW","TOT","NBR","A","2011",59111,
"JPN","IMMIGINFLOW","TOT","NBR","A","2012",66375,
"JPN","IMMIGINFLOW","TOT","NBR","A","2013",57317,
"JPN","IMMIGINFLOW","TOT","NBR","A","2014",63920,
"JPN","IMMIGINFLOW","TOT","NBR","A","2015",81825,
"JPN","IMMIGINFLOW","TOT","NBR","A","2016",95196,
"JPN","IMMIGINFLOW","TOT","NBR","A","2017",100555,
"JPN","IMMIGINFLOW","TOT","NBR","A","2018",116386,
"JPN","IMMIGINFLOW","TOT","NBR","A","2019",137823.744,
"KOR","IMMIGINFLOW","TOT","NBR","A","2008",28755,
"KOR","IMMIGINFLOW","TOT","NBR","A","2009",26270,
"KOR","IMMIGINFLOW","TOT","NBR","A","2010",38050,
"KOR","IMMIGINFLOW","TOT","NBR","A","2011",42955,
"KOR","IMMIGINFLOW","TOT","NBR","A","2012",39702,
"KOR","IMMIGINFLOW","TOT","NBR","A","2013",48173,
"KOR","IMMIGINFLOW","TOT","NBR","A","2014",55748,
"KOR","IMMIGINFLOW","TOT","NBR","A","2015",59631,
"KOR","IMMIGINFLOW","TOT","NBR","A","2016",66455,
"KOR","IMMIGINFLOW","TOT","NBR","A","2017",66047,
"KOR","IMMIGINFLOW","TOT","NBR","A","2018",70179,
"KOR","IMMIGINFLOW","TOT","NBR","A","2019",68795,
"MEX","IMMIGINFLOW","TOT","NBR","A","2008",15103,
"MEX","IMMIGINFLOW","TOT","NBR","A","2009",23852,
"MEX","IMMIGINFLOW","TOT","NBR","A","2010",26402,
"MEX","IMMIGINFLOW","TOT","NBR","A","2011",21726,
"MEX","IMMIGINFLOW","TOT","NBR","A","2012",20950,
"MEX","IMMIGINFLOW","TOT","NBR","A","2013",54969,
"MEX","IMMIGINFLOW","TOT","NBR","A","2014",43481,
"MEX","IMMIGINFLOW","TOT","NBR","A","2015",34406,
"MEX","IMMIGINFLOW","TOT","NBR","A","2016",35906,
"MEX","IMMIGINFLOW","TOT","NBR","A","2017",32639,
"MEX","IMMIGINFLOW","TOT","NBR","A","2018",38675,
"MEX","IMMIGINFLOW","TOT","NBR","A","2019",38704,
"NLD","IMMIGINFLOW","TOT","NBR","A","2008",92500,
"NLD","IMMIGINFLOW","TOT","NBR","A","2009",79603,
"NLD","IMMIGINFLOW","TOT","NBR","A","2010",84473,
"NLD","IMMIGINFLOW","TOT","NBR","A","2011",89941,
"NLD","IMMIGINFLOW","TOT","NBR","A","2012",88476,
"NLD","IMMIGINFLOW","TOT","NBR","A","2013",92845,
"NLD","IMMIGINFLOW","TOT","NBR","A","2014",104005,
"NLD","IMMIGINFLOW","TOT","NBR","A","2015",111320,
"NLD","IMMIGINFLOW","TOT","NBR","A","2016",125138,
"NLD","IMMIGINFLOW","TOT","NBR","A","2017",128219,
"NLD","IMMIGINFLOW","TOT","NBR","A","2018",136250,
"NLD","IMMIGINFLOW","TOT","NBR","A","2019",153233,
"NZL","IMMIGINFLOW","TOT","NBR","A","2008",51168,
"NZL","IMMIGINFLOW","TOT","NBR","A","2009",47461,
"NZL","IMMIGINFLOW","TOT","NBR","A","2010",48488,
"NZL","IMMIGINFLOW","TOT","NBR","A","2011",44493,
"NZL","IMMIGINFLOW","TOT","NBR","A","2012",42672,
"NZL","IMMIGINFLOW","TOT","NBR","A","2013",45077,
"NZL","IMMIGINFLOW","TOT","NBR","A","2014",49939,
"NZL","IMMIGINFLOW","TOT","NBR","A","2015",54569,
"NZL","IMMIGINFLOW","TOT","NBR","A","2016",55706,
"NZL","IMMIGINFLOW","TOT","NBR","A","2017",47197,
"NZL","IMMIGINFLOW","TOT","NBR","A","2018",45023,
"NZL","IMMIGINFLOW","TOT","NBR","A","2019",38336,
"NOR","IMMIGINFLOW","TOT","NBR","A","2008",52816.25,
"NOR","IMMIGINFLOW","TOT","NBR","A","2009",46200.25,
"NOR","IMMIGINFLOW","TOT","NBR","A","2010",58564.25,
"NOR","IMMIGINFLOW","TOT","NBR","A","2011",64043.313,
"NOR","IMMIGINFLOW","TOT","NBR","A","2012",61715,
"NOR","IMMIGINFLOW","TOT","NBR","A","2013",61050,
"NOR","IMMIGINFLOW","TOT","NBR","A","2014",58592,
"NOR","IMMIGINFLOW","TOT","NBR","A","2015",53107,
"NOR","IMMIGINFLOW","TOT","NBR","A","2016",55802,
"NOR","IMMIGINFLOW","TOT","NBR","A","2017",45346,
"NOR","IMMIGINFLOW","TOT","NBR","A","2018",40548.813,
"NOR","IMMIGINFLOW","TOT","NBR","A","2019",41283.506,
"PRT","IMMIGINFLOW","TOT","NBR","A","2008",65686,
"PRT","IMMIGINFLOW","TOT","NBR","A","2009",53816,
"PRT","IMMIGINFLOW","TOT","NBR","A","2010",41225,
"PRT","IMMIGINFLOW","TOT","NBR","A","2011",34320.628,
"PRT","IMMIGINFLOW","TOT","NBR","A","2012",27925.22,
"PRT","IMMIGINFLOW","TOT","NBR","A","2013",26391.52,
"PRT","IMMIGINFLOW","TOT","NBR","A","2014",30458.463,
"PRT","IMMIGINFLOW","TOT","NBR","A","2015",31231.486,
"PRT","IMMIGINFLOW","TOT","NBR","A","2016",32815,
"PRT","IMMIGINFLOW","TOT","NBR","A","2017",39587,
"PRT","IMMIGINFLOW","TOT","NBR","A","2018",63958,
"PRT","IMMIGINFLOW","TOT","NBR","A","2019",98279.931,
"ESP","IMMIGINFLOW","TOT","NBR","A","2008",386658.698,
"ESP","IMMIGINFLOW","TOT","NBR","A","2009",315266.104,
"ESP","IMMIGINFLOW","TOT","NBR","A","2010",280357.827,
"ESP","IMMIGINFLOW","TOT","NBR","A","2011",264972,
"ESP","IMMIGINFLOW","TOT","NBR","A","2012",220069,
"ESP","IMMIGINFLOW","TOT","NBR","A","2013",271986,
"ESP","IMMIGINFLOW","TOT","NBR","A","2014",262983,
"ESP","IMMIGINFLOW","TOT","NBR","A","2015",264622,
"ESP","IMMIGINFLOW","TOT","NBR","A","2016",287438,
"ESP","IMMIGINFLOW","TOT","NBR","A","2017",312394,
"ESP","IMMIGINFLOW","TOT","NBR","A","2018",330222,
"ESP","IMMIGINFLOW","TOT","NBR","A","2019",349794,
"SWE","IMMIGINFLOW","TOT","NBR","A","2008",78444,
"SWE","IMMIGINFLOW","TOT","NBR","A","2009",86894,
"SWE","IMMIGINFLOW","TOT","NBR","A","2010",79851,
"SWE","IMMIGINFLOW","TOT","NBR","A","2011",87599,
"SWE","IMMIGINFLOW","TOT","NBR","A","2012",99509,
"SWE","IMMIGINFLOW","TOT","NBR","A","2013",108885,
"SWE","IMMIGINFLOW","TOT","NBR","A","2014",118002,
"SWE","IMMIGINFLOW","TOT","NBR","A","2015",121054,
"SWE","IMMIGINFLOW","TOT","NBR","A","2016",154935,
"SWE","IMMIGINFLOW","TOT","NBR","A","2017",132936,
"SWE","IMMIGINFLOW","TOT","NBR","A","2018",123730,
"SWE","IMMIGINFLOW","TOT","NBR","A","2019",102038,
"CHE","IMMIGINFLOW","TOT","NBR","A","2008",139137,
"CHE","IMMIGINFLOW","TOT","NBR","A","2009",114758,
"CHE","IMMIGINFLOW","TOT","NBR","A","2010",114988,
"CHE","IMMIGINFLOW","TOT","NBR","A","2011",124292,
"CHE","IMMIGINFLOW","TOT","NBR","A","2012",125590,
"CHE","IMMIGINFLOW","TOT","NBR","A","2013",135639,
"CHE","IMMIGINFLOW","TOT","NBR","A","2014",134579,
"CHE","IMMIGINFLOW","TOT","NBR","A","2015",131248,
"CHE","IMMIGINFLOW","TOT","NBR","A","2016",125008,
"CHE","IMMIGINFLOW","TOT","NBR","A","2017",118391,
"CHE","IMMIGINFLOW","TOT","NBR","A","2018",122124,
"CHE","IMMIGINFLOW","TOT","NBR","A","2019",122308.009,
"GBR","IMMIGINFLOW","TOT","NBR","A","2008",358149,
"GBR","IMMIGINFLOW","TOT","NBR","A","2009",395076,
"GBR","IMMIGINFLOW","TOT","NBR","A","2010",448702,
"GBR","IMMIGINFLOW","TOT","NBR","A","2011",339796,
"GBR","IMMIGINFLOW","TOT","NBR","A","2012",286985,
"GBR","IMMIGINFLOW","TOT","NBR","A","2013",295144,
"GBR","IMMIGINFLOW","TOT","NBR","A","2014",350030,
"GBR","IMMIGINFLOW","TOT","NBR","A","2015",369879,
"GBR","IMMIGINFLOW","TOT","NBR","A","2016",351043,
"GBR","IMMIGINFLOW","TOT","NBR","A","2017",342174,
"GBR","IMMIGINFLOW","TOT","NBR","A","2018",342828,
"GBR","IMMIGINFLOW","TOT","NBR","A","2019",345651,
"USA","IMMIGINFLOW","TOT","NBR","A","2008",1107126,
"USA","IMMIGINFLOW","TOT","NBR","A","2009",1130231,
"USA","IMMIGINFLOW","TOT","NBR","A","2010",1043259,
"USA","IMMIGINFLOW","TOT","NBR","A","2011",1062352,
"USA","IMMIGINFLOW","TOT","NBR","A","2012",1031907,
"USA","IMMIGINFLOW","TOT","NBR","A","2013",990753,
"USA","IMMIGINFLOW","TOT","NBR","A","2014",1017255,
"USA","IMMIGINFLOW","TOT","NBR","A","2015",1051031,
"USA","IMMIGINFLOW","TOT","NBR","A","2016",1183505,
"USA","IMMIGINFLOW","TOT","NBR","A","2017",1127167,
"USA","IMMIGINFLOW","TOT","NBR","A","2018",1096611,
"USA","IMMIGINFLOW","TOT","NBR","A","2019",1030990,
"ISR","IMMIGINFLOW","TOT","NBR","A","2014",24112,
"ISR","IMMIGINFLOW","TOT","NBR","A","2015",27908,
"ISR","IMMIGINFLOW","TOT","NBR","A","2016",25977,
"ISR","IMMIGINFLOW","TOT","NBR","A","2017",26357,
"ISR","IMMIGINFLOW","TOT","NBR","A","2018",28099,
"ISR","IMMIGINFLOW","TOT","NBR","A","2019",33247,
"RUS","IMMIGINFLOW","TOT","NBR","A","2008",284515,
"RUS","IMMIGINFLOW","TOT","NBR","A","2009",317119,
"RUS","IMMIGINFLOW","TOT","NBR","A","2010",229427,
"RUS","IMMIGINFLOW","TOT","NBR","A","2011",412645,
"LUX","IMMIGINFLOW","TOT","NBR","A","2012",17512,
"LUX","IMMIGINFLOW","TOT","NBR","A","2013",18034,
"LUX","IMMIGINFLOW","TOT","NBR","A","2014",18996,
"LUX","IMMIGINFLOW","TOT","NBR","A","2015",19426,
"LUX","IMMIGINFLOW","TOT","NBR","A","2016",19508,
"LUX","IMMIGINFLOW","TOT","NBR","A","2017",21522,
"LUX","IMMIGINFLOW","TOT","NBR","A","2018",21645,
"LUX","IMMIGINFLOW","TOT","NBR","A","2019",22640,
"POL","IMMIGINFLOW","TOT","NBR","A","2010",4584,
"POL","IMMIGINFLOW","TOT","NBR","A","2011",4976,
"POL","IMMIGINFLOW","TOT","NBR","A","2012",5079,
"POL","IMMIGINFLOW","TOT","NBR","A","2013",5835,
"POL","IMMIGINFLOW","TOT","NBR","A","2014",8938,
"POL","IMMIGINFLOW","TOT","NBR","A","2015",12522,
"POL","IMMIGINFLOW","TOT","NBR","A","2016",11213,
"POL","IMMIGINFLOW","TOT","NBR","A","2017",15736,
"POL","IMMIGINFLOW","TOT","NBR","A","2018",16376,
"POL","IMMIGINFLOW","TOT","NBR","A","2019",16606,
